iter	RMSE
681	10.89600182
682	10.89589082
683	10.89562907
684	10.89534713
685	10.89511334
686	10.89496667
687	10.89445448
688	10.89431484
689	10.89418016
690	10.89393647
691	10.89351627
692	10.89341969
693	10.89293444
694	10.89276736
695	10.89257433
696	10.89232527
697	10.89202956
698	10.89185494
699	10.89133901
700	10.89121981
701	10.89106836
702	10.89090395
703	10.89064823
704	10.89048676
705	10.8903494
706	10.89020261
707	10.89002858
708	10.88983503
709	10.88966194
710	10.88943547
711	10.88934954
712	10.88917941
713	10.88895503
714	10.88882431
715	10.88839531
716	10.88830669
717	10.8880552
718	10.88795197
719	10.88777274
720	10.88763118
721	10.88745926
722	10.88730431
723	10.88686825
724	10.88653826
725	10.8863578
726	10.88594004
727	10.88580948
728	10.88559487
729	10.88541616
730	10.88504019
731	10.88491737
732	10.88467956
733	10.88451586
734	10.88434686
735	10.88423111
736	10.8837589
737	10.88366807
738	10.88356349
739	10.88313288
740	10.88292428
741	10.88275129
742	10.88236745
743	10.88228569
744	10.88218527
745	10.88206295
746	10.8818879
747	10.88171617
748	10.88139592
749	10.88129788
750	10.88119626
751	10.8810132
752	10.88088526
753	10.8807051
754	10.88053266
755	10.88033706
756	10.88013728
757	10.87995134
758	10.87978134
759	10.87948887
760	10.87930201
761	10.87897861
762	10.87872004
763	10.87849684
764	10.8783822
765	10.8781087
766	10.87800387
767	10.87789458
768	10.87780021
769	10.87766037
770	10.87756598
771	10.87748794
772	10.87734588
773	10.87713442
774	10.87699924
775	10.87664017
776	10.87656125
777	10.87642821
778	10.876085
779	10.87597087
780	10.8756778
781	10.87557004
782	10.87530185
783	10.87496039
784	10.87480122
785	10.87475985
786	10.87466756
787	10.87458916
788	10.87425772
789	10.87410488
790	10.87372248
791	10.8736462
792	10.87340909
793	10.87303451
794	10.87281679
795	10.87270779
796	10.87235234
797	10.87227082
798	10.87192745
799	10.87178523
800	10.87169431
801	10.87139572
802	10.87106955
803	10.87096042
804	10.87088786
805	10.87078679
806	10.87069496
807	10.8703834
808	10.87030719
809	10.87022742
810	10.87014006
811	10.87003405
812	10.8697927
813	10.86961822
814	10.86950694
815	10.86935016
816	10.86930076
817	10.86900231
818	10.86868774
819	10.86857604
820	10.86848166
821	10.86836797
822	10.86819954
823	10.86810284
824	10.8680348
825	10.86797448
826	10.86788
827	10.8678176
828	10.86773055
829	10.86762047
830	10.86737864
831	10.86730022
832	10.86706794
833	10.86698404
834	10.86692021
835	10.86684723
836	10.86673111
837	10.86655708
838	10.86644911
839	10.8663668
840	10.86630925
841	10.86617508
842	10.86605696
843	10.8660252
844	10.86579146
845	10.86566426
846	10.86562711
847	10.8655322
848	10.86535222
849	10.86528422
850	10.86523548
851	10.86502576
852	10.86488482
853	10.86479213
854	10.86467194
855	10.86447211
856	10.86439722
857	10.86433635
858	10.86426908
859	10.86400955
860	10.86380475
861	10.8636526
862	10.86346746
863	10.86338188
864	10.8633446
865	10.86325238
866	10.86300567
867	10.86291541
868	10.8628478
869	10.86269497
870	10.862641
871	10.86257699
872	10.8625248
873	10.86243611
874	10.86234018
875	10.8623027
876	10.86221804
877	10.86212826
878	10.86186641
879	10.86175685
880	10.86162192
881	10.86139556
882	10.86130324
883	10.86124539
884	10.86114919
885	10.86108493
886	10.86099872
887	10.86080913
888	10.86069221
889	10.86055446
890	10.86049974
891	10.8604405
892	10.86038689
893	10.86033207
894	10.86011278
895	10.86008948
896	10.86004503
897	10.85998162
898	10.85991367
899	10.85982813
900	10.85974459
901	10.85960737
902	10.85943345
903	10.85934968
904	10.85919327
905	10.85914732
906	10.85908534
907	10.85902249
908	10.85896274
909	10.85889115
910	10.85868387
911	10.8586243
912	10.85846163
913	10.85840309
914	10.85833701
915	10.85812905
916	10.85806321
917	10.85800308
918	10.85794453
919	10.85786485
920	10.85782123
921	10.85770424
922	10.85759419
923	10.85748871
924	10.85728755
925	10.85713529
926	10.85700914
927	10.8568649
928	10.85676263
929	10.85673083
930	10.85663004
931	10.85655649
932	10.8564711
933	10.85636102
934	10.85632767
935	10.85613366
936	10.85608436
937	10.85604257
938	10.85600168
939	10.85595952
940	10.85582223
941	10.85576221
942	10.85555785
943	10.85545691
944	10.85540866
945	10.85536375
946	10.85530667
947	10.85522695
948	10.85512557
949	10.85509145
950	10.85498518
951	10.8548104
952	10.85475278
953	10.85468386
954	10.85463031
955	10.85453632
956	10.85448486
957	10.85445366
958	10.8543896
959	10.85421424
960	10.85413306
961	10.8540901
962	10.8540471
963	10.85388038
964	10.85382837
965	10.85381254
966	10.85365178
967	10.85360572
968	10.85353393
969	10.85344579
970	10.85339079
971	10.85333509
972	10.8532647
973	10.85319888
974	10.85317045
975	10.85308501
976	10.85295495
977	10.85291674
978	10.85284664
979	10.85274768
980	10.85270473
981	10.85262642
982	10.85258601
983	10.85256359
984	10.85252081
985	10.8523378
986	10.85224798
987	10.85221008
988	10.85217839
989	10.85203512
990	10.85195472
991	10.85190502
992	10.85186786
993	10.85183391
994	10.85176993
995	10.85171982
996	10.85166821
997	10.85160086
998	10.85153445
999	10.85145554
